UID,Category_Label,Voted_Yes
L000590,1,0
L000590,2,0
L000590,3,0
L000590,4,0
P000614,-1,0
P000614,0,0
P000614,1,0
P000614,2,0
P000614,3,0
P000614,4,0
O000173,-1,0
O000173,0,0
O000173,1,0
O000173,2,0
O000173,3,0
O000173,4,0
G000591,-1,0
G000591,0,0
G000591,1,0
G000591,2,0
G000591,3,0
G000591,4,0
S001212,-1,0
S001212,0,0
S001212,1,0
S001212,2,0
S001212,3,0
S001212,4,0
S001215,-1,0
S001215,0,0
S001215,1,0
S001215,2,0
S001215,3,0
S001215,4,0
P000617,-1,0
P000617,0,0
P000617,1,0
P000617,2,0
P000617,3,0
P000617,4,0
T000482,-1,0
T000482,0,0
T000482,1,0
T000482,2,0
T000482,3,0
T000482,4,0
D000629,-1,0
D000629,0,0
D000629,1,0
D000629,2,0
D000629,3,0
D000629,4,0
B001307,-1,0
B001307,0,0
B001307,1,0
B001307,2,0
B001307,3,0
B001307,4,0
U000040,-1,0
U000040,0,0
U000040,1,0
U000040,2,0
U000040,3,0
U000040,4,0
C001117,-1,0
C001117,0,0
C001117,1,0
C001117,2,0
C001117,3,0
C001117,4,0
S001214,-1,0
S001214,0,0
S001214,1,0
S001214,2,0
S001214,3,0
S001214,4,0
F000469,-1,0
F000469,0,0
F000469,1,0
F000469,2,0
F000469,3,0
F000469,4,0
H001081,-1,0
H001081,0,0
H001081,1,0
H001081,2,0
H001081,3,0
H001081,4,0
N000191,-1,0
N000191,0,0
N000191,1,0
N000191,2,0
N000191,3,0
N000191,4,0
L000593,-1,0
L000593,0,0
L000593,1,0
L000593,2,0
L000593,3,0
L000593,4,0
M001206,-1,0
M001206,0,0
M001206,1,0
M001206,2,0
M001206,3,0
M001206,4,0
H001082,-1,1
H001082,0,0
H001082,1,0
H001082,2,0
H001082,3,0
H001082,4,0
B001306,-1,1
B001306,0,0
B001306,1,0
B001306,2,0
B001306,3,0
B001306,4,0
C001115,-1,1
C001115,0,0
C001115,1,0
C001115,2,0
C001115,3,0
C001115,4,0
G000585,-1,0
G000585,0,0
G000585,1,0
G000585,2,0
G000585,3,0
G000585,4,0
E000298,-1,1
E000298,0,0
E000298,1,0
E000298,2,0
E000298,3,0
E000298,4,0
N000190,-1,0
N000190,0,0
N000190,1,0
N000190,2,0
N000190,3,0
N000190,4,0
J000298,-1,0
J000298,0,0
J000298,1,0
J000298,2,0
J000298,3,0
J000298,4,0
A000375,-1,1
A000375,0,0
A000375,1,0
A000375,2,0
A000375,3,1
A000375,4,0
E000297,-1,0
E000297,0,0
E000297,1,0
E000297,2,0
E000297,3,0
E000297,4,0
K000392,-1,0
K000392,0,0
K000392,1,0
K000392,2,0
K000392,3,0
K000392,4,0
F000466,-1,0
F000466,0,0
F000466,1,0
F000466,2,0
F000466,3,0
F000466,4,0
G000583,-1,0
G000583,0,0
G000583,1,0
G000583,2,0
G000583,3,0
G000583,4,0
B001298,-1,0
B001298,0,0
B001298,1,0
B001298,2,0
B001298,3,0
B001298,4,0
B001301,-1,0
B001301,0,0
B001301,1,0
B001301,2,0
B001301,3,0
B001301,4,0
R000606,-1,0
R000606,0,0
R000606,1,0
R000606,2,0
R000606,3,0
R000606,4,0
J000299,-1,1
J000299,0,0
J000299,1,1
J000299,2,1
J000299,3,0
J000299,4,0
H001077,-1,0
H001077,0,0
H001077,1,0
H001077,2,0
H001077,3,0
H001077,4,0
K000391,-1,0
K000391,0,0
K000391,1,0
K000391,2,0
K000391,3,0
K000391,4,0
S001200,-1,0
S001200,0,0
S001200,1,0
S001200,2,0
S001200,3,0
S001200,4,0
B001300,-1,0
B001300,0,0
B001300,1,0
B001300,2,0
B001300,3,0
B001300,4,0
C001110,-1,0
C001110,0,0
C001110,1,0
C001110,2,0
C001110,3,0
C001110,4,0
C001112,-1,0
C001112,0,0
C001112,1,0
C001112,2,0
C001112,3,0
C001112,4,0
H001066,-1,0
H001066,0,0
H001066,1,0
H001066,2,0
H001066,3,0
H001066,4,0
S001190,-1,0
S001190,0,0
S001190,1,0
S001190,2,0
S001190,3,0
S001190,4,0
C001055,-1,0
C001055,0,0
C001055,1,0
C001055,2,0
C001055,3,0
C001055,4,0
W000806,-1,0
W000806,0,0
W000806,1,0
W000806,2,0
W000806,3,0
W000806,4,0
H001100,-1,0
H001100,0,0
H001100,1,0
H001100,2,0
H001100,3,0
H001100,4,0
M001241,-1,0
M001241,0,0
M001241,1,0
M001241,2,0
M001241,3,0
M001241,4,0
B001302,-1,0
B001302,0,0
B001302,1,0
B001302,2,0
B001302,3,0
B001302,4,0
K000389,-1,0
K000389,0,0
K000389,1,0
K000389,2,0
K000389,3,0
K000389,4,0
C001108,-1,1
C001108,0,0
C001108,1,0
C001108,2,0
C001108,3,0
C001108,4,0
K000388,-1,1
K000388,0,0
K000388,1,0
K000388,2,0
K000388,3,0
K000388,4,0
D000626,-1,1
D000626,0,0
D000626,1,0
D000626,2,0
D000626,3,0
D000626,4,0
G000576,-1,0
G000576,0,0
G000576,1,0
G000576,2,0
G000576,3,0
G000576,4,0
P000610,-1,0
P000610,0,0
P000610,1,0
P000610,2,0
P000610,3,0
P000610,4,0
